Date,Year,Month,Day,Day_of_Week,Total_Parking_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate_Percentage,Total_Bookings,Peak_Hour_Start,Peak_Hour_End,Peak_Hour_Bookings,Revenue_PKR,Operating_Cost_PKR,Maintenance_Cost_PKR,Net_Profit_PKR,Average_Parking_Duration_Hours
2023-08-07,2023,8,7,Monday,100,65,35,65.0,90,12:00,14:00,28,21457.85,10083.34,0,11374.51,2.09
2023-08-08,2023,8,8,Tuesday,100,68,32,68.0,129,08:00,10:00,51,24423.37,11085.46,0,13337.91,4.58
2023-08-09,2023,8,9,Wednesday,100,57,43,57.0,87,17:00,20:00,33,15714.28,9873.84,0,5840.44,3.75
2023-08-10,2023,8,10,Thursday,100,65,35,65.0,123,12:00,14:00,49,32747.46,10696.0,0,22051.46,3.39
2023-08-11,2023,8,11,Friday,100,63,37,63.0,143,08:00,10:00,48,22266.11,11654.1,0,10612.01,3.92
2023-08-12,2023,8,12,Saturday,100,72,28,72.0,139,08:00,10:00,46,30985.2,10764.57,0,20220.63,4.63
2023-08-13,2023,8,13,Sunday,100,71,29,71.0,150,17:00,20:00,39,34958.94,11806.04,0,23152.9,3.01
2023-08-14,2023,8,14,Monday,100,88,12,88.0,166,17:00,20:00,46,29689.47,10823.22,5131.95,13734.3,4.89
2023-08-15,2023,8,15,Tuesday,100,62,38,62.0,126,08:00,10:00,48,30100.76,11155.81,0,18944.95,5.51
2023-08-16,2023,8,16,Wednesday,100,55,45,55.0,93,08:00,10:00,35,16157.76,11129.37,0,5028.39,2.14
2023-08-17,2023,8,17,Thursday,100,58,42,58.0,120,08:00,10:00,38,23580.26,11348.11,0,12232.15,4.17
2023-08-18,2023,8,18,Friday,100,55,45,55.0,94,12:00,14:00,27,15488.88,10631.18,0,4857.7,5.32
2023-08-19,2023,8,19,Saturday,100,80,20,80.0,137,12:00,14:00,52,26432.16,10930.62,0,15501.54,5.83
2023-08-20,2023,8,20,Sunday,100,78,22,78.0,174,17:00,20:00,64,41041.77,12379.03,2931.99,25730.75,4.45
2023-08-21,2023,8,21,Monday,100,67,33,67.0,136,08:00,10:00,47,33978.19,10266.88,0,23711.31,5.3
2023-08-22,2023,8,22,Tuesday,100,63,37,63.0,97,08:00,10:00,28,24257.69,10852.27,0,13405.42,2.01
2023-08-23,2023,8,23,Wednesday,100,67,33,67.0,99,12:00,14:00,31,25997.38,10480.67,0,15516.71,5.32
2023-08-24,2023,8,24,Thursday,100,57,43,57.0,91,17:00,20:00,25,21858.65,9867.94,0,11990.71,3.72
2023-08-25,2023,8,25,Friday,100,64,36,64.0,100,08:00,10:00,27,17553.12,11269.57,0,6283.55,2.01
2023-08-26,2023,8,26,Saturday,100,74,26,74.0,110,08:00,10:00,32,27105.15,12232.64,0,14872.51,3.2
2023-08-27,2023,8,27,Sunday,100,67,33,67.0,98,08:00,10:00,37,25889.38,11154.7,0,14734.68,3.14
2023-08-28,2023,8,28,Monday,100,49,51,49.0,61,17:00,20:00,17,14154.16,10118.34,0,4035.82,1.22
2023-08-29,2023,8,29,Tuesday,100,56,44,56.0,102,17:00,20:00,32,16346.61,10196.01,0,6150.6,3.47
2023-08-30,2023,8,30,Wednesday,100,65,35,65.0,126,12:00,14:00,41,31873.27,10157.04,0,21716.23,5.25
2023-08-31,2023,8,31,Thursday,100,52,48,52.0,104,12:00,14:00,41,25091.83,9726.9,0,15364.93,2.85
2023-09-01,2023,9,1,Friday,100,55,45,55.0,102,08:00,10:00,38,19203.4,10195.56,14817.86,-5810.02,2.21
2023-09-02,2023,9,2,Saturday,100,70,30,70.0,139,17:00,20:00,36,36752.35,11717.5,0,25034.85,2.94
2023-09-03,2023,9,3,Sunday,100,64,36,64.0,118,17:00,20:00,30,27729.79,10782.7,0,16947.09,4.59
2023-09-04,2023,9,4,Monday,100,56,44,56.0,77,12:00,14:00,19,16176.61,10742.93,0,5433.68,4.92
2023-09-05,2023,9,5,Tuesday,100,58,42,58.0,73,12:00,14:00,28,17975.83,11309.68,0,6666.15,3.01
2023-09-06,2023,9,6,Wednesday,100,89,11,89.0,129,08:00,10:00,51,36484.67,12632.63,0,23852.04,6.26
2023-09-07,2023,9,7,Thursday,100,51,49,51.0,94,17:00,20:00,29,22202.65,10433.06,3566.41,8203.18,5.48
2023-09-08,2023,9,8,Friday,100,57,43,57.0,105,17:00,20:00,41,18982.99,11377.56,0,7605.43,3.27
2023-09-09,2023,9,9,Saturday,100,69,31,69.0,156,17:00,20:00,55,36628.71,10546.3,0,26082.41,3.97
2023-09-10,2023,9,10,Sunday,100,73,27,73.0,120,17:00,20:00,47,30512.05,10974.93,0,19537.12,5.62
2023-09-11,2023,9,11,Monday,100,46,54,46.0,65,12:00,14:00,24,10363.37,10067.33,0,296.04,2.31
2023-09-12,2023,9,12,Tuesday,100,68,32,68.0,154,08:00,10:00,61,39110.6,10733.14,2628.42,25749.04,1.57
2023-09-13,2023,9,13,Wednesday,100,56,44,56.0,111,12:00,14:00,40,20447.24,10597.92,0,9849.32,2.23
2023-09-14,2023,9,14,Thursday,100,51,49,51.0,84,12:00,14:00,29,14862.18,9927.03,0,4935.15,2.85
2023-09-15,2023,9,15,Friday,100,49,51,49.0,96,08:00,10:00,32,17048.07,9855.97,0,7192.1,2.63
2023-09-16,2023,9,16,Saturday,100,77,23,77.0,105,17:00,20:00,28,24518.64,11341.28,0,13177.36,5.65
2023-09-17,2023,9,17,Sunday,100,76,24,76.0,131,17:00,20:00,42,33216.0,11169.01,0,22046.99,4.51
2023-09-18,2023,9,18,Monday,100,47,53,47.0,102,08:00,10:00,40,21026.47,9848.69,0,11177.78,3.38
2023-09-19,2023,9,19,Tuesday,100,61,39,61.0,134,12:00,14:00,50,24778.16,11521.67,0,13256.49,3.83
2023-09-20,2023,9,20,Wednesday,100,60,40,60.0,123,08:00,10:00,44,27208.21,10463.75,0,16744.46,4.85
2023-09-21,2023,9,21,Thursday,100,68,32,68.0,119,08:00,10:00,35,25569.12,10682.17,3892.19,10994.76,2.42
2023-09-22,2023,9,22,Friday,100,48,52,48.0,96,12:00,14:00,30,24297.81,9492.92,0,14804.89,1.62
2023-09-23,2023,9,23,Saturday,100,75,25,75.0,113,12:00,14:00,40,19227.01,11146.94,0,8080.07,3.53
2023-09-24,2023,9,24,Sunday,100,66,34,66.0,101,12:00,14:00,38,24260.78,11610.5,0,12650.28,2.44
2023-09-25,2023,9,25,Monday,100,53,47,53.0,101,12:00,14:00,34,17828.91,10140.53,5672.12,2016.26,4.35
2023-09-26,2023,9,26,Tuesday,100,53,47,53.0,102,12:00,14:00,27,16205.1,10751.25,0,5453.85,4.25
2023-09-27,2023,9,27,Wednesday,100,49,51,49.0,83,17:00,20:00,22,13109.65,10590.57,0,2519.08,3.88
2023-09-28,2023,9,28,Thursday,100,53,47,53.0,85,08:00,10:00,31,20354.11,10576.72,0,9777.39,2.07
2023-09-29,2023,9,29,Friday,100,44,56,44.0,78,12:00,14:00,23,19997.53,9994.41,0,10003.12,5.05
2023-09-30,2023,9,30,Saturday,100,71,29,71.0,126,17:00,20:00,47,24976.55,11306.82,3345.13,10324.6,3.74
2023-10-01,2023,10,1,Sunday,100,71,29,71.0,138,17:00,20:00,48,24384.4,11380.97,10828.69,2174.74,3.99
2023-10-02,2023,10,2,Monday,100,56,44,56.0,99,08:00,10:00,38,19992.88,11164.7,0,8828.18,4.39
2023-10-03,2023,10,3,Tuesday,100,56,44,56.0,118,17:00,20:00,41,25064.35,11036.88,0,14027.47,3.25
2023-10-04,2023,10,4,Wednesday,100,54,46,54.0,89,17:00,20:00,35,22836.37,10231.39,0,12604.98,5.25
2023-10-05,2023,10,5,Thursday,100,53,47,53.0,86,17:00,20:00,28,21736.59,11423.56,0,10313.03,2.25
2023-10-06,2023,10,6,Friday,100,52,48,52.0,81,17:00,20:00,22,21532.55,11535.76,0,9996.79,2.22
2023-10-07,2023,10,7,Saturday,100,71,29,71.0,115,17:00,20:00,32,25846.75,10886.22,0,14960.53,4.28
2023-10-08,2023,10,8,Sunday,100,73,27,73.0,133,17:00,20:00,41,34852.62,10700.68,0,24151.94,6.34
2023-10-09,2023,10,9,Monday,100,55,45,55.0,66,08:00,10:00,24,12320.33,10551.85,0,1768.48,2.38
2023-10-10,2023,10,10,Tuesday,100,57,43,57.0,85,12:00,14:00,29,16719.06,10774.53,0,5944.53,5.04
2023-10-11,2023,10,11,Wednesday,100,62,38,62.0,135,08:00,10:00,38,35463.12,10043.43,0,25419.69,4.1
2023-10-12,2023,10,12,Thursday,100,67,33,67.0,105,12:00,14:00,27,28085.02,11676.24,3777.26,12631.52,2.05
2023-10-13,2023,10,13,Friday,100,55,45,55.0,89,12:00,14:00,22,17949.21,10163.3,0,7785.91,4.5
2023-10-14,2023,10,14,Saturday,100,81,19,81.0,119,08:00,10:00,32,21211.54,11061.82,3639.02,6510.7,3.11
2023-10-15,2023,10,15,Sunday,100,60,40,60.0,112,12:00,14:00,32,17474.45,9919.62,5118.1,2436.73,2.64
2023-10-16,2023,10,16,Monday,100,53,47,53.0,89,12:00,14:00,35,16378.36,11129.57,0,5248.79,4.29
2023-10-17,2023,10,17,Tuesday,100,51,49,51.0,78,12:00,14:00,20,19654.97,9757.6,0,9897.37,2.82
2023-10-18,2023,10,18,Wednesday,100,54,46,54.0,82,08:00,10:00,25,17165.88,10324.03,0,6841.85,2.0
2023-10-19,2023,10,19,Thursday,100,54,46,54.0,114,08:00,10:00,36,25243.26,10745.4,0,14497.86,4.21
2023-10-20,2023,10,20,Friday,100,63,37,63.0,115,17:00,20:00,37,24320.18,11163.72,4818.27,8338.19,4.38
2023-10-21,2023,10,21,Saturday,100,74,26,74.0,127,17:00,20:00,45,24639.03,11991.8,0,12647.23,4.68
2023-10-22,2023,10,22,Sunday,100,69,31,69.0,93,17:00,20:00,36,20777.73,11366.95,0,9410.78,5.97
2023-10-23,2023,10,23,Monday,100,61,39,61.0,95,17:00,20:00,24,17339.98,10658.3,0,6681.68,3.62
2023-10-24,2023,10,24,Tuesday,100,59,41,59.0,79,12:00,14:00,27,13384.27,10853.38,0,2530.89,5.35
2023-10-25,2023,10,25,Wednesday,100,47,53,47.0,77,12:00,14:00,25,15084.56,10563.1,0,4521.46,3.68
2023-10-26,2023,10,26,Thursday,100,54,46,54.0,88,08:00,10:00,31,13787.51,10690.94,0,3096.57,3.95
2023-10-27,2023,10,27,Friday,100,58,42,58.0,84,12:00,14:00,30,14300.33,10518.92,0,3781.41,4.67
2023-10-28,2023,10,28,Saturday,100,75,25,75.0,153,08:00,10:00,53,34926.84,11576.66,2538.54,20811.64,4.6
2023-10-29,2023,10,29,Sunday,100,71,29,71.0,152,17:00,20:00,49,32325.14,10308.8,0,22016.34,2.68
2023-10-30,2023,10,30,Monday,100,51,49,51.0,75,17:00,20:00,23,16929.43,9817.98,3811.38,3300.07,2.2
2023-10-31,2023,10,31,Tuesday,100,47,53,47.0,97,08:00,10:00,34,24343.96,10389.24,0,13954.72,4.21
2023-11-01,2023,11,1,Wednesday,100,65,35,65.0,82,12:00,14:00,32,14670.7,10977.84,11362.59,-7669.73,3.29
2023-11-02,2023,11,2,Thursday,100,67,33,67.0,128,17:00,20:00,37,32045.09,11211.47,0,20833.62,1.75
2023-11-03,2023,11,3,Friday,100,69,31,69.0,160,12:00,14:00,44,26022.62,10423.16,0,15599.46,1.84
2023-11-04,2023,11,4,Saturday,100,95,5,95.0,191,17:00,20:00,64,34923.45,12738.88,0,22184.57,4.48
2023-11-05,2023,11,5,Sunday,100,99,1,99.0,153,17:00,20:00,39,28402.12,13398.13,0,15003.99,4.91
2023-11-06,2023,11,6,Monday,100,64,36,64.0,108,12:00,14:00,40,28299.55,10387.85,0,17911.7,4.26
2023-11-07,2023,11,7,Tuesday,100,71,29,71.0,111,08:00,10:00,30,27550.64,11226.32,0,16324.32,3.85
2023-11-08,2023,11,8,Wednesday,100,71,29,71.0,139,08:00,10:00,51,29866.17,10746.92,0,19119.25,1.65
2023-11-09,2023,11,9,Thursday,100,94,6,94.0,167,08:00,10:00,47,34285.09,12067.07,0,22218.02,4.39
2023-11-10,2023,11,10,Friday,100,61,39,61.0,112,08:00,10:00,34,20523.33,11259.02,0,9264.31,3.11
2023-11-11,2023,11,11,Saturday,100,89,11,89.0,134,17:00,20:00,34,28910.65,11684.47,0,17226.18,6.07
2023-11-12,2023,11,12,Sunday,100,91,9,91.0,202,08:00,10:00,79,42986.47,11056.01,0,31930.46,3.74
2023-11-13,2023,11,13,Monday,100,76,24,76.0,151,17:00,20:00,55,34497.33,11984.4,0,22512.93,1.93
2023-11-14,2023,11,14,Tuesday,100,73,27,73.0,113,08:00,10:00,42,29065.86,10997.73,0,18068.13,4.34
2023-11-15,2023,11,15,Wednesday,100,62,38,62.0,114,12:00,14:00,39,26416.56,11735.28,0,14681.28,4.25
2023-11-16,2023,11,16,Thursday,100,67,33,67.0,121,17:00,20:00,31,20869.78,11514.76,0,9355.02,4.78
2023-11-17,2023,11,17,Friday,100,76,24,76.0,167,12:00,14:00,60,33017.52,11356.62,0,21660.9,3.74
2023-11-18,2023,11,18,Saturday,100,82,18,82.0,117,12:00,14:00,42,27670.35,12454.22,0,15216.13,3.25
2023-11-19,2023,11,19,Sunday,100,90,10,90.0,129,17:00,20:00,49,32738.58,12571.99,0,20166.59,5.28
2023-11-20,2023,11,20,Monday,100,70,30,70.0,131,17:00,20:00,40,29998.29,11027.31,0,18970.98,3.39
2023-11-21,2023,11,21,Tuesday,100,66,34,66.0,118,12:00,14:00,36,22531.88,10321.48,4563.35,7647.05,2.82
2023-11-22,2023,11,22,Wednesday,100,64,36,64.0,108,12:00,14:00,34,26134.39,10303.6,0,15830.79,4.84
2023-11-23,2023,11,23,Thursday,100,75,25,75.0,120,17:00,20:00,31,19605.06,11774.37,0,7830.69,4.65
2023-11-24,2023,11,24,Friday,100,70,30,70.0,109,17:00,20:00,36,24823.19,11310.3,2535.53,10977.36,3.25
2023-11-25,2023,11,25,Saturday,100,99,1,99.0,132,12:00,14:00,52,40431.11,13076.57,0,27354.54,6.93
2023-11-26,2023,11,26,Sunday,100,80,20,80.0,146,12:00,14:00,44,26327.31,10840.06,0,15487.25,4.64
2023-11-27,2023,11,27,Monday,100,72,28,72.0,148,17:00,20:00,38,33386.01,11754.35,0,21631.66,2.37
2023-11-28,2023,11,28,Tuesday,100,66,34,66.0,124,08:00,10:00,43,30762.5,11108.67,0,19653.83,4.57
2023-11-29,2023,11,29,Wednesday,100,64,36,64.0,142,08:00,10:00,54,28786.25,10865.68,0,17920.57,3.12
2023-11-30,2023,11,30,Thursday,100,69,31,69.0,102,17:00,20:00,37,21485.88,11006.32,2974.68,7504.88,2.49
2023-12-01,2023,12,1,Friday,100,97,3,97.0,169,17:00,20:00,46,34110.97,11741.26,8130.34,14239.37,5.32
2023-12-02,2023,12,2,Saturday,100,85,15,85.0,114,12:00,14:00,45,28757.46,11956.44,0,16801.02,4.68
2023-12-03,2023,12,3,Sunday,100,84,16,84.0,161,17:00,20:00,55,26263.6,11525.02,0,14738.58,5.28
2023-12-04,2023,12,4,Monday,100,74,26,74.0,102,17:00,20:00,35,26015.67,12070.48,0,13945.19,3.9
2023-12-05,2023,12,5,Tuesday,100,84,16,84.0,161,12:00,14:00,50,40725.35,11979.36,0,28745.99,2.77
2023-12-06,2023,12,6,Wednesday,100,74,26,74.0,142,12:00,14:00,45,26264.29,12287.2,0,13977.09,3.34
2023-12-07,2023,12,7,Thursday,100,74,26,74.0,156,12:00,14:00,42,24454.5,11493.41,0,12961.09,3.46
2023-12-08,2023,12,8,Friday,100,66,34,66.0,116,12:00,14:00,40,30766.97,10216.1,0,20550.87,2.86
2023-12-09,2023,12,9,Saturday,100,84,16,84.0,131,12:00,14:00,47,31427.36,12043.11,0,19384.25,5.97
2023-12-10,2023,12,10,Sunday,100,94,6,94.0,192,17:00,20:00,66,44044.25,11665.38,3886.67,28492.2,4.49
2023-12-11,2023,12,11,Monday,100,74,26,74.0,123,12:00,14:00,44,31841.7,11385.78,0,20455.92,6.03
2023-12-12,2023,12,12,Tuesday,100,74,26,74.0,119,08:00,10:00,41,29113.33,10346.78,0,18766.55,3.75
2023-12-13,2023,12,13,Wednesday,100,67,33,67.0,122,17:00,20:00,32,22726.41,11076.13,0,11650.28,4.56
2023-12-14,2023,12,14,Thursday,100,72,28,72.0,113,17:00,20:00,44,22338.32,10763.29,0,11575.03,3.68
2023-12-15,2023,12,15,Friday,100,70,30,70.0,103,08:00,10:00,30,27133.13,12180.65,0,14952.48,2.11
2023-12-16,2023,12,16,Saturday,100,83,17,83.0,146,12:00,14:00,44,35416.12,12615.91,0,22800.21,2.51
2023-12-17,2023,12,17,Sunday,100,75,25,75.0,131,12:00,14:00,39,34289.14,10751.48,0,23537.66,3.9
2023-12-18,2023,12,18,Monday,100,70,30,70.0,121,08:00,10:00,36,21900.23,10689.18,0,11211.05,2.8
2023-12-19,2023,12,19,Tuesday,100,73,27,73.0,160,08:00,10:00,45,29294.74,11311.36,0,17983.38,5.74
2023-12-20,2023,12,20,Wednesday,100,69,31,69.0,143,17:00,20:00,54,27993.27,11941.96,0,16051.31,3.2
2023-12-21,2023,12,21,Thursday,100,83,17,83.0,128,08:00,10:00,43,21090.78,11356.09,0,9734.69,4.85
2023-12-22,2023,12,22,Friday,100,71,29,71.0,95,12:00,14:00,28,15241.0,11252.94,0,3988.06,2.42
2023-12-23,2023,12,23,Saturday,100,88,12,88.0,194,12:00,14:00,54,39109.1,12203.03,0,26906.07,3.45
2023-12-24,2023,12,24,Sunday,100,93,7,93.0,145,08:00,10:00,42,26536.47,12425.26,0,14111.21,4.99
2023-12-25,2023,12,25,Monday,100,99,1,99.0,141,17:00,20:00,49,34857.68,12424.88,3593.61,18839.19,5.36
2023-12-26,2023,12,26,Tuesday,100,80,20,80.0,142,12:00,14:00,45,27369.47,11907.26,0,15462.21,3.05
2023-12-27,2023,12,27,Wednesday,100,65,35,65.0,126,12:00,14:00,44,27328.37,10482.03,0,16846.34,3.61
2023-12-28,2023,12,28,Thursday,100,77,23,77.0,135,17:00,20:00,51,30879.12,11111.99,0,19767.13,1.62
2023-12-29,2023,12,29,Friday,100,67,33,67.0,130,12:00,14:00,44,26107.34,11853.12,0,14254.22,5.18
2023-12-30,2023,12,30,Saturday,100,85,15,85.0,114,17:00,20:00,40,29990.0,11180.87,5747.17,13061.96,4.51
2023-12-31,2023,12,31,Sunday,100,99,1,99.0,178,17:00,20:00,47,45473.23,13142.82,0,32330.41,4.27
2024-01-01,2024,1,1,Monday,100,79,21,79.0,160,08:00,10:00,56,45825.7,11886.88,11839.82,22099.0,2.48
2024-01-02,2024,1,2,Tuesday,100,58,42,58.0,104,12:00,14:00,38,26276.84,10130.17,0,16146.67,3.52
2024-01-03,2024,1,3,Wednesday,100,53,47,53.0,81,08:00,10:00,24,12877.33,10566.0,0,2311.33,4.53
2024-01-04,2024,1,4,Thursday,100,41,59,41.0,65,12:00,14:00,24,14575.25,10118.1,0,4457.15,3.65
2024-01-05,2024,1,5,Friday,100,56,44,56.0,99,08:00,10:00,29,19990.1,11276.07,0,8714.03,2.3
2024-01-06,2024,1,6,Saturday,100,65,35,65.0,95,08:00,10:00,25,16247.93,10421.48,2751.16,3075.29,2.71
2024-01-07,2024,1,7,Sunday,100,76,24,76.0,113,08:00,10:00,33,26834.71,11218.35,0,15616.36,4.46
2024-01-08,2024,1,8,Monday,100,53,47,53.0,81,12:00,14:00,21,13567.25,9978.85,0,3588.4,3.68
2024-01-09,2024,1,9,Tuesday,100,55,45,55.0,121,17:00,20:00,32,28909.87,10313.78,0,18596.09,2.47
2024-01-10,2024,1,10,Wednesday,100,51,49,51.0,95,08:00,10:00,29,25036.91,9879.2,0,15157.71,3.09
2024-01-11,2024,1,11,Thursday,100,51,49,51.0,83,17:00,20:00,32,14886.72,10348.63,0,4538.09,4.0
2024-01-12,2024,1,12,Friday,100,47,53,47.0,104,12:00,14:00,37,23902.36,10372.38,0,13529.98,4.33
2024-01-13,2024,1,13,Saturday,100,88,12,88.0,157,08:00,10:00,54,36853.48,11393.64,0,25459.84,6.37
2024-01-14,2024,1,14,Sunday,100,71,29,71.0,100,17:00,20:00,30,17496.69,10942.52,3960.37,2593.8,4.86
2024-01-15,2024,1,15,Monday,100,46,54,46.0,78,17:00,20:00,27,19503.24,9571.43,0,9931.81,3.14
2024-01-16,2024,1,16,Tuesday,100,60,40,60.0,99,08:00,10:00,25,24986.8,10306.89,0,14679.91,4.34
2024-01-17,2024,1,17,Wednesday,100,54,46,54.0,114,08:00,10:00,33,22792.67,9945.33,0,12847.34,2.14
2024-01-18,2024,1,18,Thursday,100,54,46,54.0,80,08:00,10:00,28,16036.86,10483.62,0,5553.24,3.87
2024-01-19,2024,1,19,Friday,100,63,37,63.0,99,12:00,14:00,38,16577.98,9620.04,0,6957.94,4.54
2024-01-20,2024,1,20,Saturday,100,70,30,70.0,128,17:00,20:00,46,31547.34,10614.7,4126.64,16806.0,3.24
2024-01-21,2024,1,21,Sunday,100,65,35,65.0,120,08:00,10:00,43,24048.45,10896.63,3708.3,9443.52,3.18
2024-01-22,2024,1,22,Monday,100,53,47,53.0,87,12:00,14:00,29,19561.53,9843.36,0,9718.17,2.83
2024-01-23,2024,1,23,Tuesday,100,43,57,43.0,61,08:00,10:00,20,12176.3,9935.46,0,2240.84,1.75
2024-01-24,2024,1,24,Wednesday,100,56,44,56.0,75,08:00,10:00,29,12138.08,9996.16,0,2141.92,5.26
2024-01-25,2024,1,25,Thursday,100,57,43,57.0,100,12:00,14:00,26,20582.35,10472.02,0,10110.33,4.6
2024-01-26,2024,1,26,Friday,100,56,44,56.0,122,12:00,14:00,44,29456.55,10739.14,0,18717.41,3.52
2024-01-27,2024,1,27,Saturday,100,66,34,66.0,128,08:00,10:00,33,30743.04,10866.22,0,19876.82,5.79
2024-01-28,2024,1,28,Sunday,100,77,23,77.0,135,17:00,20:00,35,28825.2,11349.53,0,17475.67,3.11
2024-01-29,2024,1,29,Monday,100,50,50,50.0,80,12:00,14:00,26,14455.78,10228.31,0,4227.47,4.57
2024-01-30,2024,1,30,Tuesday,100,47,53,47.0,77,12:00,14:00,27,18538.64,9522.21,0,9016.43,4.2
2024-01-31,2024,1,31,Wednesday,100,51,49,51.0,66,12:00,14:00,20,17049.23,10223.99,0,6825.24,3.01
2024-02-01,2024,2,1,Thursday,100,45,55,45.0,58,08:00,10:00,22,14378.14,10165.86,10616.75,-6404.47,4.43
2024-02-02,2024,2,2,Friday,100,53,47,53.0,70,17:00,20:00,27,17917.66,9819.16,0,8098.5,3.25
2024-02-03,2024,2,3,Saturday,100,64,36,64.0,103,17:00,20:00,37,22459.03,11359.37,0,11099.66,4.41
2024-02-04,2024,2,4,Sunday,100,68,32,68.0,98,12:00,14:00,36,21930.93,11567.68,0,10363.25,5.17
2024-02-05,2024,2,5,Monday,100,56,44,56.0,76,08:00,10:00,29,15463.41,10366.86,0,5096.55,4.34
2024-02-06,2024,2,6,Tuesday,100,47,53,47.0,82,12:00,14:00,32,12951.22,9992.28,0,2958.94,1.83
2024-02-07,2024,2,7,Wednesday,100,49,51,49.0,73,17:00,20:00,29,13578.57,8952.19,0,4626.38,6.15
2024-02-08,2024,2,8,Thursday,100,55,45,55.0,87,08:00,10:00,24,20675.52,10989.21,0,9686.31,2.13
2024-02-09,2024,2,9,Friday,100,60,40,60.0,138,08:00,10:00,46,24376.78,10934.7,0,13442.08,3.69
2024-02-10,2024,2,10,Saturday,100,80,20,80.0,128,17:00,20:00,47,29396.06,11389.97,0,18006.09,3.13
2024-02-11,2024,2,11,Sunday,100,64,36,64.0,134,17:00,20:00,51,26899.19,11388.55,0,15510.64,3.34
2024-02-12,2024,2,12,Monday,100,52,48,52.0,74,12:00,14:00,25,13894.67,10111.26,2317.9,1465.51,5.07
2024-02-13,2024,2,13,Tuesday,100,59,41,59.0,109,12:00,14:00,30,21663.35,10303.94,0,11359.41,5.51
2024-02-14,2024,2,14,Wednesday,100,85,15,85.0,161,12:00,14:00,45,32627.01,11382.33,0,21244.68,5.24
2024-02-15,2024,2,15,Thursday,100,42,58,42.0,81,17:00,20:00,29,16273.99,9531.82,0,6742.17,4.55
2024-02-16,2024,2,16,Friday,100,44,56,44.0,89,08:00,10:00,36,18901.95,9848.97,0,9052.98,5.22
2024-02-17,2024,2,17,Saturday,100,71,29,71.0,154,17:00,20:00,45,26634.61,11550.93,0,15083.68,5.22
2024-02-18,2024,2,18,Sunday,100,60,40,60.0,87,17:00,20:00,34,20248.64,10416.82,0,9831.82,6.14
2024-02-19,2024,2,19,Monday,100,61,39,61.0,78,08:00,10:00,27,18362.44,11424.15,0,6938.29,3.21
2024-02-20,2024,2,20,Tuesday,100,45,55,45.0,90,12:00,14:00,35,17728.81,10596.39,0,7132.42,4.75
2024-02-21,2024,2,21,Wednesday,100,53,47,53.0,108,08:00,10:00,32,25654.84,10431.81,0,15223.03,2.1
2024-02-22,2024,2,22,Thursday,100,51,49,51.0,88,12:00,14:00,33,19669.45,9828.51,0,9840.94,1.54
2024-02-23,2024,2,23,Friday,100,47,53,47.0,82,12:00,14:00,27,20135.87,9737.5,0,10398.37,4.1
2024-02-24,2024,2,24,Saturday,100,72,28,72.0,150,08:00,10:00,47,26355.83,11255.06,0,15100.77,2.83
2024-02-25,2024,2,25,Sunday,100,61,39,61.0,132,08:00,10:00,39,25801.44,9877.06,0,15924.38,4.55
2024-02-26,2024,2,26,Monday,100,60,40,60.0,103,12:00,14:00,29,18322.99,11150.65,0,7172.34,3.39
2024-02-27,2024,2,27,Tuesday,100,46,54,46.0,90,08:00,10:00,31,17170.41,10429.4,0,6741.01,3.61
2024-02-28,2024,2,28,Wednesday,100,50,50,50.0,96,17:00,20:00,27,17935.3,9345.67,5392.28,3197.35,4.82
2024-02-29,2024,2,29,Thursday,100,57,43,57.0,91,12:00,14:00,31,14299.36,10380.35,0,3919.01,3.45
2024-03-01,2024,3,1,Friday,100,61,39,61.0,95,08:00,10:00,32,25126.46,10712.57,14413.14,0.75,4.1
2024-03-02,2024,3,2,Saturday,100,75,25,75.0,135,17:00,20:00,45,26237.97,11219.4,0,15018.57,4.19
2024-03-03,2024,3,3,Sunday,100,76,24,76.0,94,17:00,20:00,28,24604.72,11100.69,0,13504.03,6.9
2024-03-04,2024,3,4,Monday,100,53,47,53.0,89,08:00,10:00,30,22517.19,10572.59,0,11944.6,1.92
2024-03-05,2024,3,5,Tuesday,100,65,35,65.0,130,08:00,10:00,43,22692.95,10362.82,0,12330.13,1.73
2024-03-06,2024,3,6,Wednesday,100,54,46,54.0,80,17:00,20:00,29,17333.08,10430.97,0,6902.11,3.8
2024-03-07,2024,3,7,Thursday,100,67,33,67.0,121,12:00,14:00,40,19177.97,11159.42,0,8018.55,4.99
2024-03-08,2024,3,8,Friday,100,69,31,69.0,141,08:00,10:00,51,31711.93,10607.54,0,21104.39,4.54
2024-03-09,2024,3,9,Saturday,100,79,21,79.0,114,17:00,20:00,38,19315.8,11538.21,0,7777.59,5.51
2024-03-10,2024,3,10,Sunday,100,81,19,81.0,174,17:00,20:00,45,27815.09,10821.98,0,16993.11,3.3
2024-03-11,2024,3,11,Monday,100,54,46,54.0,107,12:00,14:00,37,20468.42,10483.24,0,9985.18,3.45
2024-03-12,2024,3,12,Tuesday,100,70,30,70.0,140,08:00,10:00,42,31859.63,11266.86,0,20592.77,2.48
2024-03-13,2024,3,13,Wednesday,100,59,41,59.0,128,08:00,10:00,49,24445.98,10401.96,0,14044.02,2.85
2024-03-14,2024,3,14,Thursday,100,56,44,56.0,104,12:00,14:00,37,17489.88,9932.16,3653.77,3903.95,4.3
